案卷类型,案卷来源,市派单时间,案卷标题,问题详细描述,回复内容,问题分类,问题分类1,问题分类2,问题分类3,行业分类,行业名称(1),行业名称(2),行业名称(3),涉及问题(1),涉及问题(2),处理单位,企业名称,投诉/举报/投诉+举报/咨询建议
诉求,12315,2023-12-19 19:20:12,要求店家退货退款问题,1.购买渠道：京东（京东之家北京西铁营万达店）2.是否向该企业投诉过：是3.是否通过行政部门调解：是4.是否要求赔偿：否5.消费内容：红米K706.订单号：2871321053517.具体诉求内容：19号下单，收到货使用期间发现除了手机自带的APP之外所有软件都特别模糊，联系店家，店家以拆封为由不给处理，来电反映要求店家退货退款问题。8.是否有购物凭证及照片等证据：是,针对市民反映协调退款问题，右安门市场所消保组于2023年12月11日10：02联系消费者，核实其诉求为退货退款。经右安门市场所消保组调解，商家京东之家北京西铁营万达店表示网络购物，实体店不接受退款，可以在网上发起退款需求，故终止调解，消费者已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+手机及配件等通讯器材,商品类,手机及配件等通讯器材,,产品质量类,不履行产品三包规定,右安门所,北京众宇通科技有限公司丰台第一分公司,投诉
诉求,12315,2023-12-28 10:39:11,协调商家退款,1.购买渠道：中福严选（北京）网络科技有限责任公司，注册地址：丰台区马家堡东路106号2号楼10层10032.是否向该企业投诉过：是3.是否通过行政部门调解：否4.是否要求赔偿：否5.消费内容：购买礼品卡6.订单号：2804533780827.具体诉求内容：2023年11月份市民通过京东平台的第三方店铺（中福严选（北京）网络科技有限责任公司）购买礼品卡，金额：4597元，市民把礼品卡赠送给他人之后发现，使用礼品卡购买的商品都非常的贵，价格跟物品价值严重不符，自己目前就剩下一个500元和200元的额度礼品卡，市民称不清楚别人是否使用了，如果使用了自己可以原价退费，要求把礼品卡的费用都给退了，但京东告知超过7天不能退，市民不认可京东的回复，市民希望有关部门可以联系商家，进行处理，来电反映协调商家退款。8.是否有购物凭证及照片等证据：是,针对反映问题，大红门市场所执法人员于2023年12月28日联系投诉人，核实其关于退费的诉求，告知受理。经大红门市场所执法人员于2023年12月28日调解，被诉方与投诉人未能协商一致，消费调解终止。执法人员已于2023年12月29日与投诉人电话核实情况，投诉人已悉知。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+日用百货,商品类,日用百货,,预付费卡消费,预付费卡退费,大红门所,中福严选（北京）网络科技有限责任公司,投诉
诉求,12345,2024-07-31 13:39:15,协调北京装酷创意科技有限公司尽快发货的问题,1.购买渠道：装酷科技app2.是否向该企业投诉过：是3.是否通过行政部门调解：否4.是否要求赔偿：否5.消费内容：冰箱6.订单号：OA16971971614956584967.具体诉求内容：市民反映，自己在装酷科技APP购买的冰箱，已经购买一周了但是一直没有发货，希望帮助协调尽快发货，公司名称：北京装酷创意科技有限公司，注册地址：丰台区南四环西路188号12区41号楼7层，来电反映协调北京装酷创意科技有限公司尽快发货的问题。8.是否有购物凭证及照片等证据：否,针对诉求人反映的问题，丰台区市场监督管理局园区所联系诉求人了解情况，经核实，诉求人反映在北京装库创意科技有限公司购买装修礼包，双方签订合同，冰箱一直不发货。经与诉求人沟通，其反映的核心诉求为：希望尽快发货，我单位依法决定受理。针对反映问题，经我单位组织双方调解，被诉方同意为诉求人发货，双方和解，依据《市场监督管理投诉举报处理暂行办法》“第二十一条有下列情形之一的，终止调解：（一）投诉人撤回投诉或者双方自行和解的；”的规定，我所终止调解。我所执法人员于2024年8月1日15点16分致电诉求人，诉求人已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+家具、建材,商品类,家具、建材,,其他市场管理类,商品发货慢,科技园区所,北京装库创意科技有限公司,投诉
诉求,12315,2024-07-04 13:43:55,协调兜宝好物平台退货退款问题,1.购买渠道：兜宝好物平台，公司名称：北京乌兰众诚商贸有限公司，注册地址：丰台区龍二街6号1号楼2层209号2.是否向该企业投诉过：是3.是否通过行政部门调解：否4.是否要求赔偿：否5.消费内容：购买2箱安慕希6.订单号：2024062200301000404380447.具体诉求内容：在兜宝好物平台购买2箱安慕希，2箱奶的保质期不一样，对方说大于保质期120天，但是实际上保质期是80多天，差价差了1倍，是临期产品，要求退货退款。来电反映协调兜宝好物平台退货退款问题。8.是否有购物凭证及照片等证据：是,针对诉求人反映的问题，丰台区市场局科技园区所工作人员2024-7-414:20联系诉求人，核实相关情况。经核实，诉求人因为被诉方发货日期不一致，但是未过期，需要退费，我单位依法受理。经调解，被诉方同意为诉求人退费，双方达成一致，调解成功。我所工作人员已告知诉求人上述情况，诉求人已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+食品,商品类,食品,,食品安全类,伪造、篡改生产日期、保质期,科技园区所,北京乌兰众诚商贸有限公司,投诉
诉求,12315,2024-09-23 22:30:55,要求商家10倍赔偿问题,1.购买渠道：美团（商家：湘了个西（海户屯店），地址：丰台区永外海户屯166号5号楼2层202）2.是否向该企业投诉过：否3.是否通过行政部门调解：否4.是否要求赔偿：是（李荣生）5.消费内容：购买外卖（梅菜扣肉）6.订单号：3012625939685027567.具体诉求内容：自己9月23号19点10分左右在平台上购买了外卖，但是自己发现菜品都糊了，之后自己也向商家反馈了，对方给自己的回复自己特别不认可，希望相关部门尽快处理，来电反映要求商家10倍赔偿问题。8.是否有购物凭证及照片等证据：是注：市民还反映其他问题，详见工单热线-240923-072555。,针对投诉人反映的问题，2024年9月24日，大红门市场所执法人员告知受理。针对举报问题，经执法人员于湘了个西商家检查核实，并未发现商家存在食品安全卫生问题，举报人亦未提供相关证据，证据不足，因此不予立案。针对投诉问题，2024年9月26日经大红门市场所执法人员组织调解，针对投诉方提出的要求赔偿的诉求，商家不同意，被投诉人和投诉人双方无法达成一致，依据《市场监督管理投诉举报处理暂行办法》“第二十一条有下列情形之一的，终止调解：（四）经组织调解，投诉人或者被投诉人明确表示无法达成调解协议的；”，调解终止。执法人员已于2024年9月26日与投诉人电话核实情况，投诉人已悉知。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,餐饮服务类+餐馆、饭店、酒店、食堂等,餐饮服务类,餐馆、饭店、酒店、食堂等,,食品安全类,食品掺杂掺假、异物、变质,大红门所,湘了个西,举报+投诉
诉求,12315,2023-12-23 19:32:24,协调商家给退货问题,1.购买渠道：北京致渼文化传媒有限公司2.是否向该企业投诉过：是3.是否通过行政部门调解：是4.是否要求赔偿：否5.消费内容：购买手串，6.订单号：69248097809868446547.具体诉求内容：在抖音商家购买的手串606.4元，市民寄回后商家说不是他家的，市民不认可。8.是否有购物凭证及照片等证据：是,针对反映问题，看丹市场所齐姓执法人员于2023年12月25日14:31分联系投诉人者，核实其诉求。经与投诉人核实，商家已给投诉人退款，终止调解。执法人员已于2023年12月27日09:35与投诉人电话联系告知相关情况，投诉人表示悉知。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+日用百货,商品类,日用百货,,其他市场管理类,售后服务,看丹所,北京致渼文化传媒有限公司,投诉
诉求,12315,2024-09-20 21:28:52,商家销售外卖存在异物,1.购买渠道：美团（商家地址：丰台区大成路25号2-3大成路北京佳强德通餐饮有限公司第十五档口）2.是否向该企业投诉过：是（如：企业未解决）3.是否通过行政部门调解：否4.是否要求赔偿：是5.消费内容：购买的外卖6.订单号：59012582539144912247.具体诉求内容：自己今天20点左右通过美团点的外卖吃外卖吃出异物，刚开始联系商家还回消息，但是自己说异物不是头发，属于毛发，商家就不回消息了，现在自己联系不到商家，希望帮助联系到商家协调处理，自己有保留视频证据8.是否有购物凭证及照片等证据：是,针对反映问题，青塔街道市场所执法人员于2024年9月21日核实其诉求。经执法人员现场检查，该商家证照齐全，现场检查未发现食品异物问题。现有证据不足，根据《市场监督管理行政处罚程序规定》第二十条，我所不予立案。经青塔街道所执法人员调解，双方未达成一致，终止调解。执法人员已于2024年9月25日16:47与消费者电话告知，消费者表示知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,餐饮服务类+餐馆、饭店、酒店、食堂等,餐饮服务类,餐馆、饭店、酒店、食堂等,,食品安全类,食品掺杂掺假、异物、变质,青塔所,北京佳强德通餐饮服务有限公司,举报
诉求,12315,2024-05-04 11:52:21,协调商家退货问题,1.购买渠道：淘宝2.是否向该企业投诉过：是3.是否通过行政部门调解：是4.是否要求赔偿：否5.消费内容：购买酒6.订单号：21365445737434224617.具体诉求内容：商家名称：北京静安白杨商贸中心，注册地址：丰台区阅园一区8号楼8层909A，法定代表人：杨静，收到货之后发现酒有问题，申请退货商家不同意，对此认为不合理，希望相关部门帮助解决此事，来电反映协调商家退货问题。8.是否有购物凭证及照片等证据：是,针对反映问题，青塔街道市场所执法人员于2024年5月5日联系消费者，核实其诉求并告知受理。经执法人员现场检查，未发现商家出售有问题的酒，证据不足，我所不予立案，针对商家退费问题，2024年5月5日经青塔街道所执法人员调解，商家表示已与来电人联系沟通协商，双方协商一致，调解成功。执法人员已于2024年5月6日与消费者电话告知，消费者表示知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+食品,商品类,食品,,食品安全类,食品掺杂掺假、异物、变质,青塔所,北京静安白杨商贸中心,投诉
诉求,12315,2024-02-22 16:56:02,协调退费问题,1.购买渠道：中福严选（北京）网络科技有限责任公司2.是否向该企业投诉过：是3.是否通过行政部门调解：否4.是否要求赔偿：否5.消费内容：购买的家用吸尘器6.订单号：D20242017032738106487.具体诉求内容：市民反映，自己在网络购物平台买了东西，到货后发现新的机器无法正常使用，公司名称：中福严选（北京）网络科技有限责任公司，注册地址：丰台区马家堡东路106号2号楼10层1003，当时花了399元8.是否有购物凭证及照片等证据：是,针对反映问题，大红门市场所执法人员于2024年2月26日10时许联系消费者，核实其诉求，我局已受理。经大红门市场所执法人员于2024年2月26日15时许调解，目前被诉方与投诉人尚未协商一致，终止调解执法人员已于2024年2月27日10时告知投诉人情况，投诉人已悉知。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+日用百货,商品类,日用百货,,预付费卡消费,预付费卡退费,大红门所,中福严选（北京）网络科技有限责任公司,投诉
诉求,12345,2023-12-08 10:25:46,核实链接购买钢琴是否是正品,1.购买渠道：北京枫叶蓝莓文化艺术有限公司2.是否向该企业投诉过：是（如：企业未解决）3.是否通过行政部门调解：否（可登记）4.是否要求赔偿：否（无需全名）5.消费内容：购买钢琴6.订单号：2862938440347.具体诉求内容：自己在京东买的，结果京东给自己发了链接让自己在链接上购买，上面显示不是京东自营的，而且也不是星海官方旗舰店的，自己想知道是否是正品，来电反映核实链接购买钢琴是否是正品。8.是否有购物凭证及照片等证据：是,2023年12月8日12:00，马家堡市场所执法人员电话联系投诉人，告知该投诉已经受理。2023年12月8日，马家堡市场所执法人员前往被投诉地址检查，现场检查未发现存在违法情况，现场联系负责人，负责人表示投诉人京东买的钢琴，后来觉得贵了，所以想退费，我们的客服正在和投诉人取得联系，协调处理。2023年12月11日9:10，马家堡市场所执法人员电话联系投诉人，告知投诉人检查情况，投诉人表示已解决。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+日用百货,商品类,日用百货,,产品质量类,生产、销售不符合安全标准的产品,马家堡所,北京枫叶蓝莓文化艺术有限公司,投诉
诉求,12315,2024-02-24 15:58:06,协调解决青岛星罗创想网络科技有限公司北京分公司未按承诺换剃须刀问题,1.购买渠道：青岛星罗创想网络科技有限公司北京分公司，注册地址：丰台区汽车博物馆东路1号院3号楼32层37012.是否向该企业投诉过：是3.是否通过行政部门调解：否4.是否要求赔偿：否5.消费内容：购买剃须刀服务6.订单号：49685416569282599097.具体诉求内容：2022.8.27在青岛星罗创想网络科技有限公司北京分公司购买剃须刀，出现质量问题，购买时承诺五年之内只换不修，公司告知自己刀架属于消耗品只能补偿15元，市民不认可，自己将刀架寄送给公司告知自己不归公司维修，市民表示要求公司按照承诺给自己寄送一个新的剃须刀，来电反映协调解决青岛星罗创想网络科技有限公司北京分公司未按承诺换剃须刀问题。8.是否有购物凭证及照片等证据：是,针对来电人反映的问题，丰台区市场监督管理局科技园区所执法人员于2024年2月24日16:13联系来电人，告知工单已接收受理。经调解，被诉方已为来电人补发同款商品，双方达成一致意见，调解成功。我所执法人员于2024年2月29日14:03致电来电人，来电人表示已解决，对上述情况已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+日用百货,商品类,日用百货,,产品质量类,掺杂、掺假，以假充真、以次充好,科技园区所,青岛星罗创想网络科技有限公司北京分公司,投诉
诉求,12345,2024-08-27 09:56:40,北京广丰堂科技有限公司虚假宣传问题,市民反映，自己通过美团花费19.9元购买了北京广丰堂科技有限公司（丰台区靛厂路52号院2号楼一层2-5-C）的驱蚊手环，手环宣传是润本的可以驱蚊，结果发现是一个日用品，没有驱蚊效果，是虚假宣传，现在要求依法赔偿，来电反映北京广丰堂科技有限公司虚假宣传问题。注：该工单为拆分工单，来电录音详见热线-240827-012424。,针对诉求人反映的虚假宣传及赔偿问题，丰台区市场监督管理局六里桥所2024年8月27日联系诉求人了解情况，经核实，诉求人反映购买的驱蚊手环没有驱蚊效果，要求赔偿，被诉企业：北京广丰堂科技有限公司，注册地址：北京市丰台区靛厂路52号院2号楼一层2-5-C，经与诉求人沟通，其反映的核心诉求为：要求赔偿，我单位依法决定受理。针对反映问题，我单位于2024年8月28日联系诉求人，诉求人表示已与被诉方自行和解，依据《市场监督管理投诉举报处理暂行办法》第二十一条，我单位依法终止调解。针对诉求人反映的虚假宣传问题，经现场检查该店出示营业执照，商家宣传广告未发现其存在虚假宣传及引人误解的内容，诉求人未提供相关凭证，现有证据不足以证明被诉方存在违法行为，诉求人反映事宜不符合《市场监督管理行政处罚程序规定》规定的立案情形，故不予立案。2024年8月29日14时45分，我单位以电话方式联系诉求人，告知上述情况。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+日用百货,商品类,日用百货,,广告类,虚假宣传,六里桥所,北京广丰堂科技有限公司,举报+投诉
诉求,12345,2024-01-07 21:51:53,协调京东商家退款的问题,1.购买渠道：京东商家（绿麒麟商贸（北京）有限公司，注册地址：丰台区马家堡东路106号2号楼10层1003） 2.是否向该企业投诉过：是 3.是否通过行政部门调解：否 4.是否要求赔偿：否 5.消费内容：购买卡 6.订单号：276353700849 7.具体诉求内容：自己在京东购买的卡，购买了两张，一张2000元共计4000元，现在还没有使用，发现购买的卡价格比别的翻了很多倍，认为是欺诈行为，京东和商家偶读以超过7天不给退，自己不认可，现在希望退卡。商家每年都走简易注销流程。商家不处理，京东表示基于购物体验赔偿100元，市民不认可，商家现在公司注销了，具体能不能解决，希望相关部门督办一下，来电反映协调京东商家退款的问题。 8.是否有购物凭证及照片等证据：是注：市民同时反映协调京东退款的问题，已新建工单，详见：热线-240107-041818。,针对反映问题，大红门市场所执法人员于2024年1月8日联系投诉人核实其诉求，告知受理。经大红门市场所执法人员于2024年1月10日调解，双方达成一致意见，调解成功。执法人员已于2024年1月12日与投诉人电话核实情况，投诉人表示知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,居民服务类+超市服务,居民服务类,超市服务,,价格欺诈类,哄抬物价,大红门所,绿麒麟商贸（北京）有限公司,投诉
诉求,12345,2023-11-11 16:54:28,协商靖琪退款问题,"市民反映，之前11月7日反映的协商靖琪退款问题，详见：热线-231107-014184，自己通过微信公众号在北京靖琪科技有限公司，地址：北京市丰台区花乡桥东旭国际西座812，平台名称：凹凹啦购买了美妆，，退回订单号：621076465857688,10月27显示对方签收至今未退款，称问题未解决，相关部门给自己回电，说地址注销了，没有办法处理，但是这个公司还营业，希望相关部门进行核实处理，商户联系方式：17801447441，来电反映协商靖琪退款问题。 注：回复号码：13601953762",针对来电人反映的问题，丰台区市场监督管理局马家堡市场所工作人员于2023年11月12日14:59联系来电人，核实其诉求，来电人要求退还化妆品钱，告知受理。经工作人员开展调解，被诉方表示双方已经自行和解，依据《市场监督管理投诉举报处理暂行办法》的规定，投诉人撤回投诉或者双方自行和解的，决定终止调解。工作人员已于2023年11月13日15:04告知来电人行政调解情况，来电人表示已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+化妆品,商品类,化妆品,,预付费卡消费,预付费卡退费,马家堡所,北京靖琪科技有限公司,投诉
诉求,12345,2024-04-15 10:36:16,协调银河奇异果退费问题,市民反映，自己开通了一个月爱奇艺会员，之后在自己不知情的情况下扣除自己一个月的会员费30元，账号：13503295766，现在要求爱奇艺尽快退费，（市民同时投诉银河奇异果）公司名称：银河互联网电视有限公司，注册地址：北京市丰台区南四环西路188号十八区7号楼8层，自行续费也没有通知自己，而且自己不是买的是兑换的，来电反映协调银河奇异果退费问题。,"针对来电人反映的问题，丰台区市场监督管理局科技园区所执法人员于2024-04-1511:02联系来电人，告知我局已受理。经核实，被诉主体为:银河互联网电视有限公司,公司地址为：北京市丰台区南四环西路188号十八区7号楼8层，统一社会代码：91110106051439291。经约谈企业负责人进行调解,被诉方称有观看使用记录，同意为来电人退费29元，双方达成一致意见，自行和解。依据《市场监督管理投诉举报处理暂行办法》“第二十一条有下列情形之一的，终止调解:(一)投诉人撤回投诉或者双方自行和解的;”的规定，我所终止调解。我所执法人员于2024-04-1815:48致电来电人，来电人已知悉。",市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商务服务类+互联网+互联网服务,商务服务类,互联网,互联网服务,网络交易类,刷单炒信、大数据杀熟、强制搭售,科技园区所,银河互联网电视有限公司,投诉
诉求,12315,2024-08-29 12:10:01,赔偿自己点单损失问题,1.购买渠道：线上肯德基app小程序（总部基地店车速取餐台）2.是否向该企业投诉过：是企业未解决3.是否通过行政部门调解：否4.是否要求赔偿：是5.消费内容：线上点餐6.订单号：点不了单无订单号7.具体诉求内容：市民反映，8月24号在丰台区南四环西路188号店小程序（总部基地店车速取餐台）上点单，但是凌晨三点付款之后显示没有存货但是还存在这个链接，找客服反映客服让自己等待工作人员联系自己但是一直没有联系（登陆的手机号15850795231），来电希望赔偿自己点单损失问题。8.是否有购物凭证及照片等证据：是,针对来电人反映的问题，丰台区市场监督管理局科技园区所执法人员于2024-08-2914:19联系来电人，告知我局已受理。经我单位组织双方调解，被诉方同意为来电人更换套餐，双方和解，依据《市场监督管理投诉举报处理暂行办法》“第二十一条有下列情形之一的，终止调解：（一）投诉人撤回投诉或者双方自行和解的；”的规定，我所终止调解。我所执法人员于2024-08-3011:28致电来电人，来电人已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,餐饮服务类+餐馆、饭店、酒店、食堂等,餐饮服务类,餐馆、饭店、酒店、食堂等,,合同纠纷（消费）类,违反合同约定、不履行合同,科技园区所,北京肯德基有限公司南四环西路餐厅,投诉
诉求,12315,2024-07-30 17:17:14,公司虚假宣传要求赔偿问题,1.购买渠道：拼多多 2.是否向该企业投诉过：是（企业未解决） 3.是否通过行政部门调解：否（可登记） 4.是否要求赔偿：是（刘佳怡） 5.消费内容：购买补气血药品 6.订单号：240721-2352218809608427.具体诉求内容：市民反映，公司名称：北京世纪本草大药房有限责任公司，店铺名称：世纪生活健康企业店，注册地址：丰台区槐房西路316号院2号楼3025号，市民说这个公司商家宣传说的是一步到位，但是市民用完后没有效果，市民认为这是虚假宣传，要求按照消费者维权处理，不足500赔偿500元，公司回电达不到市民的要求，自己的投诉已经交到该公司的运营，明确表示不赔偿，市民对此不认可，来电希望解决公司虚假宣传要求赔偿问题。 8.是否有购物凭证及照片等证据：是,南苑街道市场所执法人员接到来电人诉求后，联系来电人告知已受理并了解相关情况。现场检查，被诉单位现场不进行药品零售，针对投诉问题，经调解，被诉方明确表示拒绝调解，依据《市场监督管理投诉举报处理暂行办法》“第二十一条有下列情形之一的，终止调解：（三）投诉人或者被投诉人无正当理由不参加调解，或者被投诉人明确拒绝调解的；”故我局执法人员终止调解；针对举报问题，执法人员查看网站未发现存在来电人所反映问题，因来电人未能提供证据，由于证据不足，不符合《市场监督管理投诉举报处理暂行办法》规定的立案情形，我局不予立案。2024年7月31日9时06分联系来电人，来电人表示已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+药品,商品类,药品,,广告类,虚假宣传,南苑所,北京世纪本草大药房有限责任公司,举报+投诉
诉求,12345,2024-01-10 12:49:36,协调七鲜超市赔偿问题,1.购买渠道：北京四季优选信息技术有限公司2.是否向该企业投诉过：是3.是否通过行政部门调解：是4.是否要求赔偿：是，姓名：王帅5.消费内容：购买车厘子6.订单号：6801630069127.具体诉求内容：23年12月27日在七鲜APP购买了智力车厘子，实付金额228员，是预售商品，承诺1月6日送达，跟客服沟通了三次，客服告知实际在卖的是现货的，说预售没有货，有可能从13号以后陆续发货，市民认为属于欺骗消费者，要求退一赔三。此次来电市民表示，海淀区市场所工作人员联系自己，告知商品由位于丰台区方庄蒲方路芳星园二区6号楼时代Life商场B1的七鲜超市时代Life店负责发货，需将问题反映到丰台区。来电希望解决协调七鲜超市赔偿问题。8.是否有购物凭证及照片等证据：是,针对反映的问题，丰台区市场监督管理局方庄市场所执法人员于2024年1月10日15点40分电话联系来电人，告知受理并核实情况。经核实，来电人诉求为反映因发货协调七鲜超市赔偿问题，经执法人员电话核实，待来电人提供相关证据材料后期跟进处理。执法人员于2024年1月12日10点15分于电话告知来电人结果，来电人对结果表示知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+食品,商品类,食品,,合同纠纷（消费）类,违反合同约定、不履行合同,方庄所,北京期选信息技术有限公司方庄分公司,投诉
诉求,12315,2024-08-28 09:48:49,豆浆内喝出蜈蚣要求赔偿问题,1.购买渠道：天猫2.是否向该企业投诉过：是3.是否通过行政部门调解：是4.是否要求赔偿：是5.消费内容：购买豆浆6.订单号：22459581494812559537.具体诉求内容：在天猫平台购买的北京店铺（龙王致新（北京）科技有限公司，丰台区汽车博物馆东路1号院4号楼北座1103室）的豆浆，喝的时候发现里面有一只像一条蜈蚣的虫子，希望帮忙反映，要求5倍的赔偿。8.是否有购物凭证及照片等证据：是,丰台区市场监督管理局科技园区市场所2024年8月28日13:59联系诉求人，告知受理。经调解，被诉方已和诉求人协商处理，双方自行和解，依据《市场监督管理投诉举报处理暂行办法》第二十一条规定，我单位依法终止调解。经查，被诉主体经营场所证照齐全且已公示，被诉主体进货票据齐全，现场未发现被诉主体销售的食品存在异物问题，现有证据不足以证明被诉主体存在违法行为，诉求人反应事宜不符合《市场监督管理行政处罚程序规定》规定的立案情形。执法人员于2024年9月2日9:05联系诉求人，告知上述情况，诉求人已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+食品,商品类,食品,,食品安全类,食品掺杂掺假、异物、变质,科技园区所,龙王致新（北京）科技有限公司,举报+投诉
诉求,12345,2024-02-25 13:01:19,丰台区市场监管局未处理消费纠纷问题,"1.购买渠道：京东2.是否向该企业投诉过：是3.是否通过行政部门调解：是4.是否要求赔偿：否（无需全名）5.消费内容：飞天茅台酒（国内版）6.订单号：2894528232867.具体诉求内容：市民反映，自己在京东购买了两瓶飞天茅台酒（国内版），订单号:289452823286,购买时商家在背书上写明京东拍拍自检，有二维码可以查询质检报告，质检完成商品发货。但是到货后发现酒的标签是英文版的不是国内版，而且自检二维码也是无效的，二维码规格与背书介绍完全不一样。联系商家对方称就没有质检，商家信息：北京明浩嘉业商贸有限公司，地址：丰台区阅园一区8号楼4层503。因商家发货货不对版自己2月18日向全国12315平台反映，投诉单号：1110106002024021893237429，但是投诉一直处于待受理状态，市民认为丰台区市场监管局不履职不作为。来电反映丰台区市场监管局未处理消费纠纷问题。8.是否有购物凭证及照片等证据：是","接此工单后，丰台区市场局青塔市场所执法人员于2024年2月26日10:45分致电举报人，告知投诉人反映在自己在京东购买了两瓶飞天茅台酒（国内版），订单号:289452823286,购买时商家在背书上写明京东拍拍自检，市民认为丰台区市场监管局不履职不作为问题已受理。2024年2月27日经执法人员现场检查，现场未发现来电人反映商家销售的茅台酒存在质量问题，关于反映丰台区市场监管局不履职不作为问题，2024年2月28日，我所执法人员按程序告知并受理投诉工单，不存在不履职不作为问题。现有证据无法证明被诉方存在违法事实。执法人员已告知举报人可向我局提供相关证据材料，举报人表示无法提供证据，现有证据不足我局不予立案，针对商家销售的酒存在质量问题双方协商，现阶段双方未达成一致。依据《市场监督管理投诉举报处理暂行办法》第二十一条第（四）项规定，我局按规定终止调解。丰台区市场局执法人员于2024年2月28日16：55致电举报人，告知举报人相关办理情况，举报人已知悉。",市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+食品,商品类,食品,,产品标识类,食品标签问题,青塔所,北京明浩嘉业商贸有限公司,投诉
诉求,12345,2024-03-08 17:19:47,投诉肯德基未按照备注提供餐品问题,1.购买渠道：肯德基；2.是否向该企业投诉过：是；3.是否通过行政部门调解：否；4.是否要求赔偿：否；5.消费内容：外卖；6.订单号：1709888102124049151；7.具体诉求内容：投诉丰台区张仪村的肯德基，自己是在抖音上点的双堡版全家桶套餐，自己下单的时候备注了不要可乐，但是还是把可乐送过来了，也收费了，跟商家沟通，经理态度很不好，来电反映投诉肯德基未按照备注提供餐品问题。8.是否有购物凭证及照片等证据：是,"丰台区市场监督管理局卢沟桥街道市场所执法人员于24年3月9日11时12分电话联系诉求人核实其诉求并告知受理,针对其反映的问题，经调解，双方达成一致意见。我所于24年3月10日14时03分电话再次联系投诉人，告知办理结果。消费者对调解结果表示知悉。",市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,餐饮服务类+饮品店、咖啡店、酒吧、甜品店等,餐饮服务类,饮品店、咖啡店、酒吧、甜品店等,,其他市场管理类,售后服务,卢沟桥所,北京肯德基有限公司张仪村路餐厅,投诉
诉求,12315,2023-12-09 15:52:16,协调盒马处理不发货问题,1.购买渠道：盒马APP2.是否向该企业投诉过：是3.是否通过行政部门调解：否4.是否要求赔偿：否5.消费内容：葡萄6.订单号：36582025349344007417.具体诉求内容：12月3日8点30分，市民花费480元丰台区盒马百荣店下单商品，收货的时候缺货葡萄，联系门店表示店里没有了，要从青岛发货，市民同意了，但是一个礼拜还没有发货，也查不到物流信息，联系不上了门店，市民要求盒马给市民个处理结果，给个说法，来电反映协调盒马处理不发货问题。8.是否有购物凭证及照片等证据：是,针对反映问题，大红门市场所执法人员于2023年12月09日16时许核实，投诉人反馈事发地在木樨园百荣世贸商城，经核实百荣世贸商城位于南三环内北京市东城区永定门外大街101-1号，依据《国家市场监督管理总局令第20号》第九条第3款及第十五条第1款，我局决定不予受理，已告知投诉人可向东城区相关部门反映。投诉人知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,居民服务类+超市服务,居民服务类,超市服务,,其他市场管理类,售后服务,大红门所,丰台区盒马百荣店,投诉
